Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women in senior and middle management positions,Sub-Saharan Africa,180,Democratic Republic of the Congo,2005,Female,-,-,-,5.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,231,Ethiopia,2005,Female,-,-,-,15.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,231,Ethiopia,2013,Female,-,-,-,21.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,270,Gambia,2012,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,288,Ghana,2013,Female,-,-,-,26.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,288,Ghana,2015,Female,-,-,-,33.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,430,Liberia,2010,Female,-,-,-,20.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,450,Madagascar,2012,Female,-,-,-,24.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2011,Female,-,-,-,21.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2012,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2013,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2015,Female,-,-,-,27.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2014,Female,-,-,-,27.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2016,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,480,Mauritius,2017,Female,-,-,-,30.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,508,Mozambique,2015,Female,-,-,-,22.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,516,Namibia,2012,Female,-,-,-,25.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,516,Namibia,2013,Female,-,-,-,48.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,516,Namibia,2014,Female,-,-,-,46.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,516,Namibia,2016,Female,-,-,-,48.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,566,Nigeria,2011,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: Less than or equal to 9 years old;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,646,Rwanda,2017,Female,-,-,-,36.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,690,Seychelles,2015,Female,-,-,-,49,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,690,Seychelles,2014,Female,-,-,-,44.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,690,Seychelles,2016,Female,-,-,-,43.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,690,Seychelles,2017,Female,-,-,-,44.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2003,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2008,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2000,Female,-,-,-,22.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2005,Female,-,-,-,30.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2007,Female,-,-,-,32,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2009,Female,-,-,-,33.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2010,Female,-,-,-,32.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2001,Female,-,-,-,22.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2004,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2006,Female,-,-,-,31.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2011,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2002,Female,-,-,-,25.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2012,Female,-,-,-,34.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Sub-Saharan Africa,710,South Africa,2013,Female,-,-,-,33.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
